message,label,target_type,severity,severity_score
"Hey, your type always ruins things nin tara jana beda",hate,individual,high,0.8
"Look, why are you watching me silently",stalking,individual,medium,0.62
"Basically, this place feels unhealthy manasige sari illa (no offense).",toxicity,individual,low,0.45
keep quiet please nin matadbeda,aggression,individual,medium,0.55
"Look, yaake nanna bar bar text madthiya !!!",harassment,individual,medium,0.45
"Listen, why are you always in my dm ninige kelbeda",harassment,individual,high,0.5
"Hey, we dont want you nin beka illa",exclusion,individual,medium,0.42
dont message me late night nin beka illa,harassment,individual,medium,0.45
Everyone knows why are you always online when i come ninige gothagthide - just my opinion.,stalking,individual,high,0.67
"Hey, Please check the group description swalpa",neutral,unknown,medium,0.02
"Hey, there is too much negativity here",toxicity,individual,medium,0.5
people like you yavaglu problem,hate,individual,medium,0.75
this group ninige alla,exclusion,individual,medium,0.42
yaake nanna hinde bartiya,harassment,individual,medium,0.45
you are everywhere i go nin follow madthiya,stalking,individual,medium,0.62
stop stalking me nanige beda,stalking,individual,medium,0.62
control yourself swalpa period.,aggression,individual,medium,0.55
"Hey, Class timings yenu ivattu",neutral,unknown,medium,0.02
i will expose what you did ellargu helthini period.,threat,individual,medium,0.82
"Stop it, yaake nanna bar bar text madthiya so please stop.",harassment,individual,medium,0.45
It's obvious that nininda headache agthide stop it,harassment,individual,medium,0.45
Class timings yenu ivattu,neutral,unknown,medium,0.02
Everyone knows your kind is not welcome here,hate,individual,medium,0.75
you will pay for what you did,threat,individual,medium,0.82
you asked for it nin mistake,threat,individual,medium,0.82
nin iddare problem agthide,exclusion,individual,medium,0.42
nin iddare problem agthide so please stop.,exclusion,individual,medium,0.42
"Hey, you cant escape from this ninige illa period.",threat,individual,medium,0.82
"In my opinion, are you mad or what ninige artha illa ... whatever.",insult,individual,medium,0.3
It's obvious that just wait and watch ninige lesson sigutte without a doubt.,threat,individual,medium,0.82
are you mad or what ninige artha illa,insult,individual,medium,0.3
I think we dont want you nin beka illa,exclusion,individual,medium,0.42
you just dont get it ninige artha illa don't you think?,insult,individual,medium,0.3
"Stop it, stop calling me bar bar without a doubt.",harassment,individual,medium,0.45
I think please remove yourself nin hogu and it's sad.,exclusion,individual,medium,0.42
"Basically, we dont need people like you immediately.",hate,individual,medium,0.75
"Basically, stop tracking my activity nanige gothagthide",stalking,individual,medium,0.62
dont annoy me nin irritate madbeda,aggression,individual,medium,0.55
"Actually, yaake nanna profile daily nodthiya ... whatever.",stalking,individual,medium,0.62
yaake nanna profile daily nodthiya,stalking,individual,medium,0.62
dont cross the line nin limits alli iru for real.,aggression,individual,medium,0.55
"Hey, Does anyone understand this topic swalpa",neutral,unknown,medium,0.02
just wait and watch ninige lesson sigutte right now.,threat,individual,medium,0.82
"Hey, Did anyone finish the project work",neutral,unknown,medium,0.02
dont start with me nin beka illa,aggression,individual,medium,0.55
stop tracking my activity nanige gothagthide,stalking,individual,medium,0.62
"Actually, ninige maturity illa grow up",insult,individual,medium,0.3
your kind spoils the environment immediately.,hate,individual,medium,0.75
you cant escape from this ninige illa immediately.,threat,individual,medium,0.82
dont poke your nose nin business beda and everyone agrees.,aggression,individual,high,0.6
this is between us only nin barbeda (no offense).,exclusion,individual,low,0.37
you sound really stupid nin mathu nodi don't you think?,insult,individual,medium,0.3
Everyone knows people like you never change immediately.,hate,individual,high,0.8
nin iddare delay agthide,exclusion,individual,medium,0.42
ninige nanna online time gothu how don't you think?,stalking,individual,medium,0.62
"Look, this chat is exhausting full headache",toxicity,individual,medium,0.5
"To be honest, this chat is exhausting full headache",toxicity,individual,medium,0.5
you just dont get it ninige artha illa,insult,individual,medium,0.3
I think why are you always online when i come ninige gothagthide and everyone agrees.,stalking,individual,high,0.67
"Stop it, we dont need people like you for real.",hate,individual,medium,0.75
"Just so you know, dont annoy me nin irritate madbeda and it's sad.",aggression,individual,medium,0.55
this place is full of nonsense and it's annoying.,toxicity,individual,medium,0.5
Does anyone understand this topic swalpa,neutral,unknown,medium,0.02
"Seriously, stop tracking my activity nanige gothagthide without a doubt.",stalking,individual,medium,0.62
"Listen, dont keep pinging nanna irritate madthiya",harassment,individual,medium,0.45
"Seriously, we already decided nin illade",exclusion,individual,medium,0.42
I just wanted to say i cant stand people like you nin tara jana right now.,hate,individual,medium,0.75
Everyone knows nin presence irthare problem only right now.,insult,individual,medium,0.3
"In my opinion, remember this moment ninige gothagutte period.",threat,individual,medium,0.82
Everyone knows go away from here nin hogu,aggression,individual,medium,0.55
"In my opinion, dont poke your nose nin business beda",aggression,individual,medium,0.55
this is between us only nin barbeda,exclusion,individual,medium,0.42
"To be honest, are you mad or what ninige artha illa for real.",insult,individual,medium,0.3
"Actually, you sound really stupid nin mathu nodi don't you think?",insult,individual,medium,0.3
"Hey, we dont need people like you and it's annoying.",hate,individual,medium,0.75
"Honestly, ninige common sense illa",insult,individual,medium,0.3
"Honestly, why are you always online when i come ninige gothagthide for sure.",stalking,individual,high,0.67
why do you remember my timings ninige ella gothu and it's annoying.,stalking,individual,medium,0.62
"Hey, why cant you just stop kelthiya",harassment,individual,medium,0.45
"Seriously, stay in your limits please",aggression,individual,medium,0.55
why do you see my story every time nin follow madthiya for real.,stalking,individual,medium,0.62
why cant you just stop kelthiya,harassment,individual,medium,0.45
control yourself swalpa for sure.,aggression,individual,medium,0.55
"In my opinion, people like you yavaglu problem - just my opinion.",hate,individual,medium,0.75
"Look, we dont want you nin beka illa",exclusion,individual,medium,0.42
Everyone knows you will pay for what you did (no offense).,threat,individual,low,0.77
"In my opinion, you are in serious trouble nodu",threat,individual,medium,0.82
"Listen, you asked for it nin mistake and it's annoying.",threat,individual,medium,0.82
dont cross the line nin limits alli iru,aggression,individual,medium,0.55
"Listen, we dont like people like you nin tara beda !!!",hate,individual,medium,0.75
your kind is not welcome here and everyone agrees.,hate,individual,high,0.8
"Look, people here are very problematic",toxicity,individual,medium,0.5
this place is full of nonsense,toxicity,individual,medium,0.5
we are tired of people like you !!!,hate,individual,medium,0.75
you will face consequences ninige problem agutte don't you think?,threat,individual,medium,0.82
"Look, you are not invited nin beka illa",exclusion,individual,medium,0.42
"Hey, dont push me beyond my limit serious agthide",threat,individual,medium,0.82
"Honestly, this is your last warning nodko",threat,individual,medium,0.82
this chat is mentally draining thale noovu,toxicity,individual,medium,0.5
"Actually, this place is full of nonsense and it's sad.",toxicity,individual,medium,0.5
"Seriously, you wont get away with this for real.",threat,individual,medium,0.82
"Basically, use your brain swalpa",insult,individual,medium,0.3
"Seriously, dont push me beyond my limit serious agthide",threat,individual,medium,0.82
"Basically, dont start with me nin beka illa",aggression,individual,medium,0.55
"Hey, this chat ruins my mood for real.",toxicity,individual,medium,0.5
"Honestly, why cant you just stop kelthiya",harassment,individual,medium,0.45
this environment is really bad,toxicity,individual,medium,0.5
stop keeping tabs on me and it's annoying.,stalking,individual,medium,0.62
please remove yourself nin hogu for real.,exclusion,individual,medium,0.42
"Hey, Can someone share the notes ivattu",neutral,unknown,medium,0.02
i will expose what you did ellargu helthini,threat,individual,medium,0.82
"Hey, this is your last warning nodko and everyone agrees.",threat,individual,high,0.87
your kind spoils the environment right now.,hate,individual,medium,0.75
"Just so you know, nin illade better agide ... whatever.",exclusion,individual,medium,0.42
dont message me late night nin beka illa (no offense).,harassment,individual,low,0.4
"Actually, leave me alone nanige disturb beda",harassment,individual,medium,0.45
"In my opinion, this environment is really bad and it's annoying.",toxicity,individual,medium,0.5
this chat is mentally draining thale noovu ... whatever.,toxicity,individual,medium,0.5
this chat is exhausting full headache,toxicity,individual,medium,0.5
this environment is stressful,toxicity,individual,medium,0.5
"Hey, Is there any update on results ivattu",neutral,unknown,medium,0.02
"Hey, why do you keep observing me",stalking,individual,medium,0.62
"In my opinion, stop talking nonsense nin matu beda",aggression,individual,medium,0.55
Everyone knows this chat is mentally draining thale noovu,toxicity,individual,medium,0.5
you cant escape from this ninige illa (no offense).,threat,individual,low,0.77
It's obvious that this place feels unhealthy manasige sari illa and it's sad.,toxicity,individual,medium,0.5
no need for you nin beka illa,exclusion,individual,medium,0.42
you wont get away with this,threat,individual,medium,0.82
Everyone knows this group is too negative,toxicity,individual,medium,0.5
Everyone knows people like you make everything dirty period.,hate,individual,medium,0.75
"Stop it, why do you keep observing me",stalking,individual,medium,0.62
shut up now sumne iru without a doubt.,aggression,individual,medium,0.55
Everyone knows stay in your limits please,aggression,individual,medium,0.55
dont involve yourself nin beka illa for real.,exclusion,individual,medium,0.42
I just wanted to say stop talking nonsense nin matu beka illa,insult,individual,medium,0.3
"Basically, nin illade nav decide madidvi ... whatever.",exclusion,individual,medium,0.42
control yourself swalpa,aggression,individual,medium,0.55
"In my opinion, dont cross the line nin limits alli iru and everyone agrees.",aggression,individual,high,0.6
"Stop it, you are not invited nin beka illa immediately.",exclusion,individual,medium,0.42
better nin illade nadithivi,exclusion,individual,medium,0.42
Everyone knows dont start with me nin beka illa,aggression,individual,medium,0.55
"Honestly, you are not invited nin beka illa ... whatever.",exclusion,individual,medium,0.42
"Just so you know, you just dont get it ninige artha illa ... whatever.",insult,individual,medium,0.3
"Actually, nin illade nav decide madidvi so please stop.",exclusion,individual,medium,0.42
"In my opinion, i will complain about you sir ge helthini - just my opinion.",threat,individual,medium,0.82
"Hey, you will regret this later ninige gothagutte right now.",threat,individual,medium,0.82
"In my opinion, you just dont get it ninige artha illa period.",insult,individual,medium,0.3
stop stalking me nanige beda don't you think?,stalking,individual,medium,0.62
"Honestly, this will not end well for you ninige sari illa agutte",threat,individual,medium,0.82
"Seriously, your type should not be here",hate,individual,medium,0.75
"To be honest, your type should not be here don't you think?",hate,individual,medium,0.75
"Hey, you wont get away with this",threat,individual,medium,0.82
this environment is stressful without a doubt.,toxicity,individual,medium,0.5
dont annoy me nin irritate madbeda for sure.,aggression,individual,medium,0.55
you sound really stupid nin mathu nodi,insult,individual,medium,0.3
"In my opinion, you will pay for what you did immediately.",threat,individual,medium,0.82
Everyone knows stop disturbing me nanige shanti beku,harassment,individual,medium,0.45
"Just so you know, stop disturbing me nanige shanti beku without a doubt.",harassment,individual,medium,0.45
I think stop talking nonsense nin matu beda,aggression,individual,medium,0.55
"Just so you know, dont start with me nin beka illa",aggression,individual,medium,0.55
"Stop it, leave me alone nanige disturb beda (no offense).",harassment,individual,low,0.4
you will regret this later ninige gothagutte don't you think?,threat,individual,medium,0.82
why do you follow everything i do for sure.,stalking,individual,medium,0.62
i cant stand people like you nin tara jana right now.,hate,individual,medium,0.75
"Seriously, why do you see my story every time nin follow madthiya immediately.",stalking,individual,medium,0.62
"In my opinion, stop stalking me nanige beda",stalking,individual,medium,0.62
"Basically, we dont need people like you",hate,individual,medium,0.75
"To be honest, you sound really stupid nin mathu nodi",insult,individual,medium,0.3
nin illade nav decide madidvi,exclusion,individual,medium,0.42
Is the class online or offline naale,neutral,unknown,medium,0.02
"Basically, dont message me late night nin beka illa !!!",harassment,individual,medium,0.45
"Stop it, dont message me late night nin beka illa",harassment,individual,medium,0.45
"In my opinion, ninige buddhi illa seriously (no offense).",insult,individual,high,0.35
"Seriously, dont message me late night nin beka illa period.",harassment,individual,medium,0.45
we are tired of people like you - just my opinion.,hate,individual,medium,0.75
stop talking nonsense nin matu beda,aggression,individual,medium,0.55
"Just so you know, you are everywhere i go nin follow madthiya don't you think?",stalking,individual,medium,0.62
"Look, this chat is exhausting full headache for sure.",toxicity,individual,medium,0.5
people like you dont deserve respect !!!,hate,individual,medium,0.75
It's obvious that we dont need people like you,hate,individual,medium,0.75
"In my opinion, dont cross the line nin limits alli iru period.",aggression,individual,medium,0.55
you will pay for what you did !!!,threat,individual,medium,0.82
your type always ruins things nin tara jana beda so please stop.,hate,individual,high,0.8
you always ruin everything nininda problem right now.,insult,individual,high,0.35
"Stop it, no need for you nin beka illa",exclusion,individual,medium,0.42
dont keep pinging nanna irritate madthiya,harassment,individual,medium,0.45
we dont like people like you nin tara beda ... whatever.,hate,individual,medium,0.75
bar bar kelbeda please,harassment,individual,medium,0.45
this chat is exhausting full headache don't you think?,toxicity,individual,medium,0.5
"Seriously, stop calling me bar bar ... whatever.",harassment,individual,medium,0.45
people here are very problematic right now.,toxicity,individual,medium,0.5
you are in serious trouble nodu,threat,individual,medium,0.82
why are you watching me silently for sure.,stalking,individual,medium,0.62
why are you always wrong ninige gothilla,insult,individual,high,0.35
leave me alone nanige disturb beda so please stop.,harassment,individual,medium,0.45
"Hey, dont poke your nose nin business beda for sure.",aggression,individual,medium,0.55
"In my opinion, we dont like people like you nin tara beda without a doubt.",hate,individual,medium,0.75
stop keeping tabs on me !!!,stalking,individual,medium,0.62
you are not invited nin beka illa,exclusion,individual,medium,0.42
"Honestly, this place is full of nonsense period.",toxicity,individual,medium,0.5
people like you are a headache and it's sad.,hate,individual,medium,0.75
Everyone knows yaake nanna hinde bartiya so please stop.,harassment,individual,medium,0.45
"Actually, you are useless nin work sari illa",insult,individual,medium,0.3
"Seriously, this group ninige alla and it's annoying.",exclusion,individual,medium,0.42
your type should not be here,hate,individual,medium,0.75
"Look, this group ninige alla",exclusion,individual,medium,0.42
"Actually, people here are very problematic",toxicity,individual,medium,0.5
"Basically, dont think this will go unnoticed !!!",threat,individual,medium,0.82
neenu hopeless yaake heege for sure.,insult,individual,medium,0.3
back off right now nin hinde hogu without a doubt.,aggression,individual,medium,0.55
stay out ninige sambhandha illa,exclusion,individual,medium,0.42
please remove yourself nin hogu ... whatever.,exclusion,individual,medium,0.42
dont interfere in this nin barbeda,aggression,individual,medium,0.55
control yourself swalpa for real.,aggression,individual,medium,0.55
people like you yavaglu problem ... whatever.,hate,individual,medium,0.75
"To be honest, yaake nanna profile daily nodthiya",stalking,individual,medium,0.62
ninige simple vishaya kuda artha agalla period.,insult,individual,medium,0.3
"To be honest, this is between us only nin barbeda and it's sad.",exclusion,individual,medium,0.42
"Hey, this place feels unhealthy manasige sari illa",toxicity,individual,medium,0.5
"Actually, this chat ruins my mood",toxicity,individual,medium,0.5
"Basically, dont interfere in this nin barbeda",aggression,individual,medium,0.55
"In my opinion, you will regret this later ninige gothagutte !!!",threat,individual,medium,0.82
nin message inda tension agthide,harassment,individual,medium,0.45
"Seriously, no need for you nin beka illa period.",exclusion,individual,medium,0.42
It's obvious that shut up now sumne iru !!!,aggression,individual,medium,0.55
stop talking nonsense nin matu beda don't you think?,aggression,individual,medium,0.55
"Honestly, neenu full dumb yaake heege and it's annoying.",insult,individual,medium,0.3
"Stop it, stop messaging me yavaglu disturb madthiya and everyone agrees.",harassment,individual,high,0.5
dont think this will go unnoticed,threat,individual,medium,0.82
"To be honest, stop stalking me nanige beda immediately.",stalking,individual,medium,0.62
your type always ruins things nin tara jana beda,hate,individual,high,0.8
"Actually, this group has become so toxic ella negative agide ... whatever.",toxicity,individual,medium,0.5
we dont need people like you,hate,individual,medium,0.75
why cant you just stop kelthiya and it's sad.,harassment,individual,medium,0.45
"Honestly, this group makes me uncomfortable and it's sad.",toxicity,individual,medium,0.5
I think nin message inda tension agthide ... whatever.,harassment,individual,medium,0.45
"In my opinion, you cant escape from this ninige illa and everyone agrees.",threat,individual,high,0.87
"Hey, neenu hopeless yaake heege",insult,individual,medium,0.3
nin presence irthare problem only ... whatever.,insult,individual,medium,0.3
"Actually, this chat ruins my mood and it's sad.",toxicity,individual,medium,0.5
this group is full of drama and it's annoying.,toxicity,individual,medium,0.5
dont involve yourself nin beka illa !!!,exclusion,individual,medium,0.42
"Actually, dont interfere in this nin barbeda - just my opinion.",aggression,individual,medium,0.55
"Actually, are you mad or what ninige artha illa and everyone agrees.",insult,individual,high,0.35
"In my opinion, this group ninige alla",exclusion,individual,medium,0.42
"Seriously, this group has become so toxic ella negative agide",toxicity,individual,medium,0.5
"Honestly, you always ruin everything nininda problem",insult,individual,high,0.35
"Basically, people like you make everything dirty for sure.",hate,individual,medium,0.75
we are tired of people like you immediately.,hate,individual,medium,0.75
remember this moment ninige gothagutte without a doubt.,threat,individual,medium,0.82
"Listen, this is your last warning nodko for sure.",threat,individual,medium,0.82
this chat is mentally draining thale noovu immediately.,toxicity,individual,medium,0.5
nininda headache agthide stop it period.,harassment,individual,medium,0.45
nin illade smooth agide and everyone agrees.,exclusion,individual,high,0.47
"Stop it, people like you never change",hate,individual,high,0.8
"Look, dayavittu nanna bittu bidu without a doubt.",harassment,individual,medium,0.45
"In my opinion, stop getting involved nin barbeda so please stop.",aggression,individual,medium,0.55
"Basically, we dont like people like you nin tara beda",hate,individual,medium,0.75
go away from here nin hogu,aggression,individual,medium,0.55
"To be honest, nin iddare problem agthide",exclusion,individual,medium,0.42
why do you always show up where i am for real.,stalking,individual,high,0.67
nin iddare delay agthide so please stop.,exclusion,individual,medium,0.42
"To be honest, this is between us only nin barbeda",exclusion,individual,medium,0.42
people like you are a headache,hate,individual,medium,0.75
"Basically, this will not end well for you ninige sari illa agutte",threat,individual,medium,0.82
you are useless nin work sari illa immediately.,insult,individual,medium,0.3
"Hey, this place feels unhealthy manasige sari illa - just my opinion.",toxicity,individual,medium,0.5
this place feels unhealthy manasige sari illa so please stop.,toxicity,individual,medium,0.5
dont interfere in this nin barbeda and everyone agrees.,aggression,individual,high,0.6
"Seriously, people like you should stay away ... whatever.",hate,individual,medium,0.75
no need for you nin beka illa period.,exclusion,individual,medium,0.42
Everyone knows people like you should stay away,hate,individual,medium,0.75
this place is full of nonsense - just my opinion.,toxicity,individual,medium,0.5
stop stalking me nanige beda right now.,stalking,individual,medium,0.62
dont interfere in this nin barbeda without a doubt.,aggression,individual,medium,0.55
why do you always show up where i am for sure.,stalking,individual,high,0.67
this environment is stressful for real.,toxicity,individual,medium,0.5
i cant stand people like you nin tara jana and it's annoying.,hate,individual,medium,0.75
"Look, ninige buddhi illa seriously",insult,individual,high,0.35
"To be honest, people here are very problematic so please stop.",toxicity,individual,medium,0.5
stay out ninige sambhandha illa and it's sad.,exclusion,individual,medium,0.42
you will pay for what you did and everyone agrees.,threat,individual,high,0.87
this group makes me uncomfortable - just my opinion.,toxicity,individual,medium,0.5
people like you make everything dirty,hate,individual,medium,0.75
remember this moment ninige gothagutte,threat,individual,medium,0.82
"Look, this will not end well for you ninige sari illa agutte",threat,individual,medium,0.82
I think dont interfere in this nin barbeda,aggression,individual,medium,0.55
why are you always in my dm ninige kelbeda,harassment,individual,high,0.5
"Look, dont interfere in this nin barbeda don't you think?",aggression,individual,medium,0.55
this group is too negative,toxicity,individual,medium,0.5
why are you watching me silently immediately.,stalking,individual,medium,0.62
Everyone knows dont cross the line nin limits alli iru,aggression,individual,medium,0.55
i cant stand people like you nin tara jana immediately.,hate,individual,medium,0.75
"Listen, you will pay for what you did don't you think?",threat,individual,medium,0.82
you will face consequences ninige problem agutte,threat,individual,medium,0.82
"In my opinion, stay out of my matters nin hogu !!!",aggression,individual,medium,0.55
"Listen, this is your last warning nodko don't you think?",threat,individual,medium,0.82
you asked for it nin mistake and it's sad.,threat,individual,medium,0.82
I think stop disturbing me nanige shanti beku,harassment,individual,medium,0.45
Everyone knows we dont want you nin beka illa immediately.,exclusion,individual,medium,0.42
It's obvious that stop disturbing me nanige shanti beku,harassment,individual,medium,0.45
I just wanted to say you just dont get it ninige artha illa,insult,individual,medium,0.3
please remove yourself nin hogu,exclusion,individual,medium,0.42
"To be honest, stop getting involved nin barbeda period.",aggression,individual,medium,0.55
"Honestly, your kind is not welcome here and everyone agrees.",hate,individual,high,0.8
"Hey, no need for you nin beka illa don't you think?",exclusion,individual,medium,0.42
"Honestly, we dont like people like you nin tara beda ... whatever.",hate,individual,medium,0.75
stop talking nonsense nin matu beka illa and it's annoying.,insult,individual,medium,0.3
It's obvious that dont annoy me nin irritate madbeda !!!,aggression,individual,medium,0.55
your kind is not welcome here,hate,individual,medium,0.75
this is your last warning nodko,threat,individual,medium,0.82
"Listen, you are in serious trouble nodu",threat,individual,medium,0.82
"Look, there is too much negativity here so please stop.",toxicity,individual,medium,0.5
"Basically, this environment is stressful",toxicity,individual,medium,0.5
"Stop it, yaake nanna bar bar text madthiya",harassment,individual,medium,0.45
"Seriously, stay out ninige sambhandha illa immediately.",exclusion,individual,medium,0.42
"Stop it, stop talking nonsense nin matu beka illa",insult,individual,medium,0.3
"Actually, nin illade smooth agide period.",exclusion,individual,medium,0.42
stay in your limits please,aggression,individual,medium,0.55
nin iddare delay agthide for sure.,exclusion,individual,medium,0.42
It's obvious that i will expose what you did ellargu helthini (no offense).,threat,individual,low,0.77
why do you remember my timings ninige ella gothu and it's sad.,stalking,individual,medium,0.62
"Seriously, neenu full dumb yaake heege",insult,individual,medium,0.3
"Basically, why are you watching me silently",stalking,individual,medium,0.62
use your brain swalpa don't you think?,insult,individual,medium,0.3
your kind spoils the environment don't you think?,hate,individual,medium,0.75
I just wanted to say nin iddare delay agthide,exclusion,individual,medium,0.42
"Honestly, ninige maturity illa grow up",insult,individual,medium,0.3
this group has become so toxic ella negative agide immediately.,toxicity,individual,medium,0.5
I just wanted to say your type should not be here and it's sad.,hate,individual,medium,0.75
I just wanted to say ninige maturity illa grow up and everyone agrees.,insult,individual,high,0.35
mind your own business nin work nodko don't you think?,aggression,individual,medium,0.55
"In my opinion, bar bar kelbeda please !!!",harassment,individual,medium,0.45
nin presence irthare problem only,insult,individual,medium,0.3
this place feels unhealthy manasige sari illa ... whatever.,toxicity,individual,medium,0.5
"Look, neenu full dumb yaake heege",insult,individual,medium,0.3
It's obvious that you are everywhere i go nin follow madthiya,stalking,individual,medium,0.62
It's obvious that dont think this will go unnoticed immediately.,threat,individual,medium,0.82
Everyone knows you are in serious trouble nodu for sure.,threat,individual,medium,0.82
this environment is stressful period.,toxicity,individual,medium,0.5
I think why do you keep observing me,stalking,individual,medium,0.62
you are not invited nin beka illa don't you think?,exclusion,individual,medium,0.42
why do you remember my timings ninige ella gothu ... whatever.,stalking,individual,medium,0.62
Everyone knows this group makes me uncomfortable and it's sad.,toxicity,individual,medium,0.5
"Look, we dont like people like you nin tara beda",hate,individual,medium,0.75
leave me alone nanige disturb beda,harassment,individual,medium,0.45
"Seriously, dont interfere in this nin barbeda",aggression,individual,medium,0.55
"Actually, neenu full dumb yaake heege right now.",insult,individual,medium,0.3
I think this chat is very unhealthy right now.,toxicity,individual,medium,0.5
shut up now sumne iru,aggression,individual,medium,0.55
you cant escape from this ninige illa right now.,threat,individual,medium,0.82
"Seriously, stop getting involved nin barbeda",aggression,individual,medium,0.55
"Stop it, you are not invited nin beka illa",exclusion,individual,medium,0.42
"Seriously, your kind is not welcome here !!!",hate,individual,medium,0.75
"Look, this space is not safe mentally",toxicity,individual,medium,0.5
I just wanted to say are you mad or what ninige artha illa (no offense).,insult,individual,low,0.25
"Honestly, dont message me late night nin beka illa and it's annoying.",harassment,individual,medium,0.45
stay out of my matters nin hogu,aggression,individual,medium,0.55
control yourself swalpa (no offense).,aggression,individual,low,0.5
nin illade smooth agide,exclusion,individual,medium,0.42
"Basically, stop calling me bar bar !!!",harassment,individual,medium,0.45
I just wanted to say why do you always show up where i am and it's sad.,stalking,individual,high,0.67
stop talking nonsense nin matu beda and it's annoying.,aggression,individual,medium,0.55
stop messaging me yavaglu disturb madthiya,harassment,individual,medium,0.45
this group is full of drama for sure.,toxicity,individual,medium,0.5
I think people like you are a headache ... whatever.,hate,individual,medium,0.75
"Stop it, nin message inda tension agthide",harassment,individual,medium,0.45
"Hey, dont interfere in this nin barbeda",aggression,individual,medium,0.55
there is too much negativity here,toxicity,individual,medium,0.5
stop calling me bar bar don't you think?,harassment,individual,medium,0.45
Everyone knows this space is not safe mentally,toxicity,individual,medium,0.5
stop getting involved nin barbeda - just my opinion.,aggression,individual,medium,0.55
"Stop it, your kind is not welcome here and it's annoying.",hate,individual,medium,0.75
"Stop it, your type always ruins things nin tara jana beda",hate,individual,high,0.8
Everyone knows this group makes me uncomfortable,toxicity,individual,medium,0.5
"Honestly, leave me alone nanige disturb beda - just my opinion.",harassment,individual,medium,0.45
"Seriously, stop getting involved nin barbeda - just my opinion.",aggression,individual,medium,0.55
It's obvious that this space is not safe mentally and everyone agrees.,toxicity,individual,high,0.55
"Basically, you always ruin everything nininda problem !!!",insult,individual,high,0.35
why do you remember my timings ninige ella gothu (no offense).,stalking,individual,low,0.57
"Actually, why are you watching me silently - just my opinion.",stalking,individual,medium,0.62
yaake nanna bar bar text madthiya immediately.,harassment,individual,medium,0.45
"Actually, dont involve yourself nin beka illa",exclusion,individual,medium,0.42
"Honestly, this place feels unhealthy manasige sari illa and it's sad.",toxicity,individual,medium,0.5
I just wanted to say why do you remember my timings ninige ella gothu right now.,stalking,individual,medium,0.62
stay out ninige sambhandha illa don't you think?,exclusion,individual,medium,0.42
It's obvious that this will not end well for you ninige sari illa agutte immediately.,threat,individual,medium,0.82
"Stop it, dont start with me nin beka illa for sure.",aggression,individual,medium,0.55
"In my opinion, this space is not safe mentally",toxicity,individual,medium,0.5
"Stop it, dont start with me nin beka illa",aggression,individual,medium,0.55
It's obvious that nin illade better agide,exclusion,individual,medium,0.42
this space is not safe mentally,toxicity,individual,medium,0.5
"Listen, you are useless nin work sari illa",insult,individual,medium,0.3
